UKPRN,HE Provider,Country of HE provider,Region of HE provider,Academic Year,Type of service,Type of organisation,Number/Value Marker,Unit,Number/Value
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Consultancy,Non-commercial organisations,Number,£000s,121.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Consultancy,Total,Number,£000s,191.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Consultancy,SME's,Value,£000s,101.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Consultancy,Other (non-SME) commercial businesses,Value,£000s,254.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Consultancy,Non-commercial organisations,Value,£000s,294.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Consultancy,Total,Value,£000s,649.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Contract research,SME's,Number,£000s,12.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Contract research,Other (non-SME) commercial businesses,Number,£000s,29.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Contract research,Non-commercial organisations,Number,£000s,57.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Contract research,Total,Number,£000s,98.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Contract research,SME's,Value,£000s,288.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Contract research,Other (non-SME) commercial businesses,Value,£000s,740.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Contract research,Non-commercial organisations,Value,£000s,710.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Contract research,Total,Value,£000s,1738.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Facilities and equipment related,SME's,Number,£000s,0.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Facilities and equipment related,Other (non-SME) commercial businesses,Number,£000s,3.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Facilities and equipment related,Non-commercial organisations,Number,£000s,0.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Facilities and equipment related,Total,Number,£000s,3.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Facilities and equipment related,SME's,Value,£000s,0.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Facilities and equipment related,Other (non-SME) commercial businesses,Value,£000s,9.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Facilities and equipment related,Non-commercial organisations,Value,£000s,0.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Facilities and equipment related,Total,Value,£000s,9.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Consultancy,SME's,Number,£000s,51.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Consultancy,Other (non-SME) commercial businesses,Number,£000s,31.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Consultancy,Non-commercial organisations,Number,£000s,108.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Consultancy,Total,Number,£000s,190.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Consultancy,SME's,Value,£000s,78.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Consultancy,Other (non-SME) commercial businesses,Value,£000s,96.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Consultancy,Non-commercial organisations,Value,£000s,506.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Consultancy,Total,Value,£000s,680.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Contract research,SME's,Number,£000s,9.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Contract research,Other (non-SME) commercial businesses,Number,£000s,25.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Contract research,Non-commercial organisations,Number,£000s,69.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Contract research,Total,Number,£000s,103.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Contract research,SME's,Value,£000s,165.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Contract research,Other (non-SME) commercial businesses,Value,£000s,621.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Contract research,Non-commercial organisations,Value,£000s,939.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Contract research,Total,Value,£000s,1725.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Facilities and equipment related,SME's,Number,£000s,0.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Facilities and equipment related,Other (non-SME) commercial businesses,Number,£000s,3.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Facilities and equipment related,Non-commercial organisations,Number,£000s,0.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Facilities and equipment related,Total,Number,£000s,3.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Facilities and equipment related,SME's,Value,£000s,0.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Facilities and equipment related,Other (non-SME) commercial businesses,Value,£000s,3.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Facilities and equipment related,Non-commercial organisations,Value,£000s,0.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Facilities and equipment related,Total,Value,£000s,3.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Consultancy,SME's,Number,£000s,34.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Consultancy,Other (non-SME) commercial businesses,Number,£000s,27.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Consultancy,Non-commercial organisations,Number,£000s,84.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Consultancy,Total,Number,£000s,145.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Consultancy,SME's,Value,£000s,74.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Consultancy,Other (non-SME) commercial businesses,Value,£000s,217.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Consultancy,Non-commercial organisations,Value,£000s,379.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Consultancy,Total,Value,£000s,670.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Contract research,SME's,Number,£000s,11.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Contract research,Other (non-SME) commercial businesses,Number,£000s,30.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Contract research,Non-commercial organisations,Number,£000s,68.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Contract research,Total,Number,£000s,109.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Contract research,SME's,Value,£000s,81.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Contract research,Other (non-SME) commercial businesses,Value,£000s,582.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Contract research,Non-commercial organisations,Value,£000s,1182.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Contract research,Total,Value,£000s,1845.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Facilities and equipment related,SME's,Number,£000s,0.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Facilities and equipment related,Other (non-SME) commercial businesses,Number,£000s,1.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Facilities and equipment related,Non-commercial organisations,Number,£000s,0.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Facilities and equipment related,Total,Number,£000s,1.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Facilities and equipment related,SME's,Value,£000s,0.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Facilities and equipment related,Other (non-SME) commercial businesses,Value,£000s,0.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Facilities and equipment related,Non-commercial organisations,Value,£000s,0.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Facilities and equipment related,Total,Value,£000s,0.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Consultancy,SME's,Number,£000s,26.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Consultancy,Other (non-SME) commercial businesses,Number,£000s,22.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Consultancy,Non-commercial organisations,Number,£000s,97.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Consultancy,Total,Number,£000s,145.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Consultancy,SME's,Value,£000s,71.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Consultancy,Other (non-SME) commercial businesses,Value,£000s,88.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Consultancy,Non-commercial organisations,Value,£000s,381.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Consultancy,Total,Value,£000s,540.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Contract research,SME's,Number,£000s,11.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Contract research,Other (non-SME) commercial businesses,Number,£000s,34.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Contract research,Non-commercial organisations,Number,£000s,87.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Contract research,Total,Number,£000s,132.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Contract research,SME's,Value,£000s,200.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Contract research,Other (non-SME) commercial businesses,Value,£000s,918.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Contract research,Non-commercial organisations,Value,£000s,4771.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Contract research,Total,Value,£000s,5889.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Facilities and equipment related,SME's,Number,£000s,0.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Facilities and equipment related,Other (non-SME) commercial businesses,Number,£000s,1.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Facilities and equipment related,Non-commercial organisations,Number,£000s,0.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Facilities and equipment related,Total,Number,£000s,1.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Facilities and equipment related,SME's,Value,£000s,0.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Facilities and equipment related,Other (non-SME) commercial businesses,Value,£000s,0.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Facilities and equipment related,Non-commercial organisations,Value,£000s,0.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Facilities and equipment related,Total,Value,£000s,0.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Consultancy,SME's,Number,£000s,23.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Consultancy,Other (non-SME) commercial businesses,Number,£000s,4.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Consultancy,Non-commercial organisations,Number,£000s,98.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Consultancy,Total,Number,£000s,125.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Consultancy,SME's,Value,£000s,43.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Consultancy,Other (non-SME) commercial businesses,Value,£000s,18.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Consultancy,Non-commercial organisations,Value,£000s,371.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Consultancy,Total,Value,£000s,432.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Contract research,SME's,Number,£000s,15.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Contract research,Other (non-SME) commercial businesses,Number,£000s,42.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Contract research,Non-commercial organisations,Number,£000s,81.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Contract research,Total,Number,£000s,138.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Contract research,SME's,Value,£000s,408.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Contract research,Other (non-SME) commercial businesses,Value,£000s,985.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Contract research,Non-commercial organisations,Value,£000s,1013.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Contract research,Total,Value,£000s,2406.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Facilities and equipment related,SME's,Number,£000s,0.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Facilities and equipment related,Other (non-SME) commercial businesses,Number,£000s,0.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Facilities and equipment related,Non-commercial organisations,Number,£000s,0.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Facilities and equipment related,Total,Number,£000s,0.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Facilities and equipment related,SME's,Value,£000s,0.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Facilities and equipment related,Other (non-SME) commercial businesses,Value,£000s,0.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Facilities and equipment related,Non-commercial organisations,Value,£000s,0.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Facilities and equipment related,Total,Value,£000s,0.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Consultancy,SME's,Number,£000s,25.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Consultancy,Other (non-SME) commercial businesses,Number,£000s,9.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Consultancy,Non-commercial organisations,Number,£000s,88.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Consultancy,Total,Number,£000s,122.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Consultancy,SME's,Value,£000s,70.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Consultancy,Other (non-SME) commercial businesses,Value,£000s,100.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Consultancy,Non-commercial organisations,Value,£000s,396.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Consultancy,Total,Value,£000s,566.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Contract research,SME's,Number,£000s,15.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Contract research,Other (non-SME) commercial businesses,Number,£000s,26.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Contract research,Non-commercial organisations,Number,£000s,71.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Contract research,Total,Number,£000s,112.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Contract research,SME's,Value,£000s,200.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Contract research,Other (non-SME) commercial businesses,Value,£000s,1247.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Contract research,Non-commercial organisations,Value,£000s,634.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Contract research,Total,Value,£000s,2081.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Facilities and equipment related,SME's,Number,£000s,0.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Facilities and equipment related,Other (non-SME) commercial businesses,Number,£000s,1.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Facilities and equipment related,Non-commercial organisations,Number,£000s,0.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Facilities and equipment related,Total,Number,£000s,1.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Facilities and equipment related,SME's,Value,£000s,0.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Facilities and equipment related,Other (non-SME) commercial businesses,Value,£000s,1.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Facilities and equipment related,Non-commercial organisations,Value,£000s,0.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Facilities and equipment related,Total,Value,£000s,1.0
10007159,The University of Sunderland,England,North East,2014/15,Consultancy,SME's,Number,£000s,3.0
10007159,The University of Sunderland,England,North East,2014/15,Consultancy,Other (non-SME) commercial businesses,Number,£000s,19.0
10007159,The University of Sunderland,England,North East,2014/15,Consultancy,Non-commercial organisations,Number,£000s,6.0
10007159,The University of Sunderland,England,North East,2014/15,Consultancy,Total,Number,£000s,28.0
10007159,The University of Sunderland,England,North East,2014/15,Consultancy,SME's,Value,£000s,18.0
10007159,The University of Sunderland,England,North East,2014/15,Consultancy,Other (non-SME) commercial businesses,Value,£000s,47.0
10007159,The University of Sunderland,England,North East,2014/15,Consultancy,Non-commercial organisations,Value,£000s,38.0
10007159,The University of Sunderland,England,North East,2014/15,Consultancy,Total,Value,£000s,103.0
10007159,The University of Sunderland,England,North East,2014/15,Contract research,SME's,Number,£000s,0.0
10007159,The University of Sunderland,England,North East,2014/15,Contract research,Other (non-SME) commercial businesses,Number,£000s,7.0
10007159,The University of Sunderland,England,North East,2014/15,Contract research,Non-commercial organisations,Number,£000s,12.0
10007159,The University of Sunderland,England,North East,2014/15,Contract research,Total,Number,£000s,19.0
10007159,The University of Sunderland,England,North East,2014/15,Contract research,SME's,Value,£000s,0.0
10007159,The University of Sunderland,England,North East,2014/15,Contract research,Other (non-SME) commercial businesses,Value,£000s,91.0
10007159,The University of Sunderland,England,North East,2014/15,Contract research,Non-commercial organisations,Value,£000s,192.0
10007159,The University of Sunderland,England,North East,2014/15,Contract research,Total,Value,£000s,283.0
10007159,The University of Sunderland,England,North East,2014/15,Facilities and equipment related,SME's,Number,£000s,11.0
10007159,The University of Sunderland,England,North East,2014/15,Facilities and equipment related,Other (non-SME) commercial businesses,Number,£000s,0.0
10007159,The University of Sunderland,England,North East,2014/15,Facilities and equipment related,Non-commercial organisations,Number,£000s,1.0
10007159,The University of Sunderland,England,North East,2014/15,Facilities and equipment related,Total,Number,£000s,12.0
10007159,The University of Sunderland,England,North East,2014/15,Facilities and equipment related,SME's,Value,£000s,13.0
10007159,The University of Sunderland,England,North East,2014/15,Facilities and equipment related,Other (non-SME) commercial businesses,Value,£000s,0.0
10007159,The University of Sunderland,England,North East,2014/15,Facilities and equipment related,Non-commercial organisations,Value,£000s,29.0
10007159,The University of Sunderland,England,North East,2014/15,Facilities and equipment related,Total,Value,£000s,42.0
10007159,The University of Sunderland,England,North East,2015/16,Consultancy,SME's,Number,£000s,19.0
10007159,The University of Sunderland,England,North East,2015/16,Consultancy,Other (non-SME) commercial businesses,Number,£000s,5.0
10007159,The University of Sunderland,England,North East,2015/16,Consultancy,Non-commercial organisations,Number,£000s,19.0
10007159,The University of Sunderland,England,North East,2015/16,Consultancy,Total,Number,£000s,43.0
10007159,The University of Sunderland,England,North East,2015/16,Consultancy,SME's,Value,£000s,51.0
10007159,The University of Sunderland,England,North East,2015/16,Consultancy,Other (non-SME) commercial businesses,Value,£000s,50.0
10007159,The University of Sunderland,England,North East,2015/16,Consultancy,Non-commercial organisations,Value,£000s,54.0
10007159,The University of Sunderland,England,North East,2015/16,Consultancy,Total,Value,£000s,155.0
10007159,The University of Sunderland,England,North East,2015/16,Contract research,SME's,Number,£000s,0.0
10007159,The University of Sunderland,England,North East,2015/16,Contract research,Other (non-SME) commercial businesses,Number,£000s,9.0
10007159,The University of Sunderland,England,North East,2015/16,Contract research,Non-commercial organisations,Number,£000s,19.0
10007159,The University of Sunderland,England,North East,2015/16,Contract research,Total,Number,£000s,28.0
10007159,The University of Sunderland,England,North East,2015/16,Contract research,SME's,Value,£000s,0.0
10007159,The University of Sunderland,England,North East,2015/16,Contract research,Other (non-SME) commercial businesses,Value,£000s,135.0
10007159,The University of Sunderland,England,North East,2015/16,Contract research,Non-commercial organisations,Value,£000s,408.0
10007159,The University of Sunderland,England,North East,2015/16,Contract research,Total,Value,£000s,543.0
10007159,The University of Sunderland,England,North East,2015/16,Facilities and equipment related,SME's,Number,£000s,21.0
10007159,The University of Sunderland,England,North East,2015/16,Facilities and equipment related,Other (non-SME) commercial businesses,Number,£000s,4.0
10007159,The University of Sunderland,England,North East,2015/16,Facilities and equipment related,Non-commercial organisations,Number,£000s,0.0
10007159,The University of Sunderland,England,North East,2015/16,Facilities and equipment related,Total,Number,£000s,25.0
10007159,The University of Sunderland,England,North East,2015/16,Facilities and equipment related,SME's,Value,£000s,60.0
10007159,The University of Sunderland,England,North East,2015/16,Facilities and equipment related,Other (non-SME) commercial businesses,Value,£000s,36.0
10007159,The University of Sunderland,England,North East,2015/16,Facilities and equipment related,Non-commercial organisations,Value,£000s,0.0
10007159,The University of Sunderland,England,North East,2015/16,Facilities and equipment related,Total,Value,£000s,96.0
10007159,The University of Sunderland,England,North East,2016/17,Consultancy,SME's,Number,£000s,3.0
10007159,The University of Sunderland,England,North East,2016/17,Consultancy,Other (non-SME) commercial businesses,Number,£000s,6.0
10007159,The University of Sunderland,England,North East,2016/17,Consultancy,Non-commercial organisations,Number,£000s,10.0
10007159,The University of Sunderland,England,North East,2016/17,Consultancy,Total,Number,£000s,19.0
10007159,The University of Sunderland,England,North East,2016/17,Consultancy,SME's,Value,£000s,10.0
10007159,The University of Sunderland,England,North East,2016/17,Consultancy,Other (non-SME) commercial businesses,Value,£000s,71.0
10007159,The University of Sunderland,England,North East,2016/17,Consultancy,Non-commercial organisations,Value,£000s,129.0
10007159,The University of Sunderland,England,North East,2016/17,Consultancy,Total,Value,£000s,210.0
10007159,The University of Sunderland,England,North East,2016/17,Contract research,SME's,Number,£000s,0.0
10007159,The University of Sunderland,England,North East,2016/17,Contract research,Other (non-SME) commercial businesses,Number,£000s,6.0
10007159,The University of Sunderland,England,North East,2016/17,Contract research,Non-commercial organisations,Number,£000s,19.0
10007159,The University of Sunderland,England,North East,2016/17,Contract research,Total,Number,£000s,25.0
10007159,The University of Sunderland,England,North East,2016/17,Contract research,SME's,Value,£000s,0.0
10007159,The University of Sunderland,England,North East,2016/17,Contract research,Other (non-SME) commercial businesses,Value,£000s,60.0
10007159,The University of Sunderland,England,North East,2016/17,Contract research,Non-commercial organisations,Value,£000s,703.0
10007159,The University of Sunderland,England,North East,2016/17,Contract research,Total,Value,£000s,763.0
10007159,The University of Sunderland,England,North East,2016/17,Facilities and equipment related,SME's,Number,£000s,2.0
10007159,The University of Sunderland,England,North East,2016/17,Facilities and equipment related,Other (non-SME) commercial businesses,Number,£000s,0.0
10007159,The University of Sunderland,England,North East,2016/17,Facilities and equipment related,Non-commercial organisations,Number,£000s,1.0
10007159,The University of Sunderland,England,North East,2016/17,Facilities and equipment related,Total,Number,£000s,3.0
10007159,The University of Sunderland,England,North East,2016/17,Facilities and equipment related,SME's,Value,£000s,22.0
10007159,The University of Sunderland,England,North East,2016/17,Facilities and equipment related,Other (non-SME) commercial businesses,Value,£000s,0.0
10007159,The University of Sunderland,England,North East,2016/17,Facilities and equipment related,Non-commercial organisations,Value,£000s,21.0
10007159,The University of Sunderland,England,North East,2016/17,Facilities and equipment related,Total,Value,£000s,43.0
10007159,The University of Sunderland,England,North East,2017/18,Consultancy,SME's,Number,£000s,11.0
10007159,The University of Sunderland,England,North East,2017/18,Consultancy,Other (non-SME) commercial businesses,Number,£000s,7.0
10007159,The University of Sunderland,England,North East,2017/18,Consultancy,Non-commercial organisations,Number,£000s,9.0
10007159,The University of Sunderland,England,North East,2017/18,Consultancy,Total,Number,£000s,27.0
10007159,The University of Sunderland,England,North East,2017/18,Consultancy,SME's,Value,£000s,16.0
10007159,The University of Sunderland,England,North East,2017/18,Consultancy,Other (non-SME) commercial businesses,Value,£000s,56.0
10007159,The University of Sunderland,England,North East,2017/18,Consultancy,Non-commercial organisations,Value,£000s,361.0
10007159,The University of Sunderland,England,North East,2017/18,Consultancy,Total,Value,£000s,433.0
10007159,The University of Sunderland,England,North East,2017/18,Contract research,SME's,Number,£000s,1.0
10007159,The University of Sunderland,England,North East,2017/18,Contract research,Other (non-SME) commercial businesses,Number,£000s,5.0
10007159,The University of Sunderland,England,North East,2017/18,Contract research,Non-commercial organisations,Number,£000s,21.0
10007159,The University of Sunderland,England,North East,2017/18,Contract research,Total,Number,£000s,27.0
10007159,The University of Sunderland,England,North East,2017/18,Contract research,SME's,Value,£000s,26.0
10007159,The University of Sunderland,England,North East,2017/18,Contract research,Other (non-SME) commercial businesses,Value,£000s,82.0
10007159,The University of Sunderland,England,North East,2017/18,Contract research,Non-commercial organisations,Value,£000s,549.0
10007159,The University of Sunderland,England,North East,2017/18,Contract research,Total,Value,£000s,657.0
10007159,The University of Sunderland,England,North East,2017/18,Facilities and equipment related,SME's,Number,£000s,4.0
10007159,The University of Sunderland,England,North East,2017/18,Facilities and equipment related,Other (non-SME) commercial businesses,Number,£000s,0.0
10007159,The University of Sunderland,England,North East,2017/18,Facilities and equipment related,Non-commercial organisations,Number,£000s,3.0
10007159,The University of Sunderland,England,North East,2017/18,Facilities and equipment related,Total,Number,£000s,7.0
10007159,The University of Sunderland,England,North East,2017/18,Facilities and equipment related,SME's,Value,£000s,15.0
10007159,The University of Sunderland,England,North East,2017/18,Facilities and equipment related,Other (non-SME) commercial businesses,Value,£000s,0.0
10007159,The University of Sunderland,England,North East,2017/18,Facilities and equipment related,Non-commercial organisations,Value,£000s,26.0
10007159,The University of Sunderland,England,North East,2017/18,Facilities and equipment related,Total,Value,£000s,41.0
10007159,The University of Sunderland,England,North East,2018/19,Consultancy,SME's,Number,£000s,11.0
10007159,The University of Sunderland,England,North East,2018/19,Consultancy,Other (non-SME) commercial businesses,Number,£000s,7.0
10007159,The University of Sunderland,England,North East,2018/19,Consultancy,Non-commercial organisations,Number,£000s,9.0
10007159,The University of Sunderland,England,North East,2018/19,Consultancy,Total,Number,£000s,27.0
10007159,The University of Sunderland,England,North East,2018/19,Consultancy,SME's,Value,£000s,22.0
10007159,The University of Sunderland,England,North East,2018/19,Consultancy,Other (non-SME) commercial businesses,Value,£000s,3.0
10007159,The University of Sunderland,England,North East,2018/19,Consultancy,Non-commercial organisations,Value,£000s,224.0
10007159,The University of Sunderland,England,North East,2018/19,Consultancy,Total,Value,£000s,249.0
10007159,The University of Sunderland,England,North East,2018/19,Contract research,SME's,Number,£000s,2.0
10007159,The University of Sunderland,England,North East,2018/19,Contract research,Other (non-SME) commercial businesses,Number,£000s,6.0
10007159,The University of Sunderland,England,North East,2018/19,Contract research,Non-commercial organisations,Number,£000s,44.0
10007159,The University of Sunderland,England,North East,2018/19,Contract research,Total,Number,£000s,52.0
10007159,The University of Sunderland,England,North East,2018/19,Contract research,SME's,Value,£000s,3.0
10007159,The University of Sunderland,England,North East,2018/19,Contract research,Other (non-SME) commercial businesses,Value,£000s,21.0
10007159,The University of Sunderland,England,North East,2018/19,Contract research,Non-commercial organisations,Value,£000s,1242.0
10007159,The University of Sunderland,England,North East,2018/19,Contract research,Total,Value,£000s,1266.0
10007159,The University of Sunderland,England,North East,2018/19,Facilities and equipment related,SME's,Number,£000s,7.0
10007159,The University of Sunderland,England,North East,2018/19,Facilities and equipment related,Other (non-SME) commercial businesses,Number,£000s,3.0
10007159,The University of Sunderland,England,North East,2018/19,Facilities and equipment related,Non-commercial organisations,Number,£000s,2.0
10007159,The University of Sunderland,England,North East,2018/19,Facilities and equipment related,Total,Number,£000s,12.0
10007159,The University of Sunderland,England,North East,2018/19,Facilities and equipment related,SME's,Value,£000s,11.0
10007159,The University of Sunderland,England,North East,2018/19,Facilities and equipment related,Other (non-SME) commercial businesses,Value,£000s,1.0
10007159,The University of Sunderland,England,North East,2018/19,Facilities and equipment related,Non-commercial organisations,Value,£000s,27.0
10007159,The University of Sunderland,England,North East,2018/19,Facilities and equipment related,Total,Value,£000s,39.0
10007159,The University of Sunderland,England,North East,2019/20,Consultancy,SME's,Number,£000s,2.0
10007159,The University of Sunderland,England,North East,2019/20,Consultancy,Other (non-SME) commercial businesses,Number,£000s,3.0
10007159,The University of Sunderland,England,North East,2019/20,Consultancy,Non-commercial organisations,Number,£000s,6.0
10007159,The University of Sunderland,England,North East,2019/20,Consultancy,Total,Number,£000s,11.0
10007159,The University of Sunderland,England,North East,2019/20,Consultancy,SME's,Value,£000s,7.0
10007159,The University of Sunderland,England,North East,2019/20,Consultancy,Other (non-SME) commercial businesses,Value,£000s,2.0
10007159,The University of Sunderland,England,North East,2019/20,Consultancy,Non-commercial organisations,Value,£000s,107.0
