UKPRN,HE Provider,Country of HE provider,Region of HE provider,Academic Year,Metric,Category Marker,Value
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Estimated external investment received (£ thousands),Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Number (of newly registered companies within the reporting period),Spin-outs with some HE provider ownership,1.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Number (of newly registered companies within the reporting period),Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Number (of newly registered companies within the reporting period),Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Number (of newly registered companies within the reporting period),Student start-ups,19.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Number (of newly registered companies within the reporting period),Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Number of active firms,Spin-outs with some HE provider ownership,1.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Number of active firms,Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Number of active firms,Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Number of active firms,Student start-ups,152.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Number of active firms,Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Number still active which have survived at least 3 years,Spin-outs with some HE provider ownership,1.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Number still active which have survived at least 3 years,Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Number still active which have survived at least 3 years,Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Number still active which have survived at least 3 years,Student start-ups,89.0
10001282,University of Northumbria at Newcastle,England,North East,2018/19,Number still active which have survived at least 3 years,Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Estimated current employment of all active firms (FTE),Spin-outs with some HE provider ownership,9.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Estimated current employment of all active firms (FTE),Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Estimated current employment of all active firms (FTE),Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Estimated current employment of all active firms (FTE),Student start-ups,1092.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Estimated current employment of all active firms (FTE),Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Estimated current turnover of all active firms (£ thousands),Spin-outs with some HE provider ownership,858.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Estimated current turnover of all active firms (£ thousands),Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Estimated current turnover of all active firms (£ thousands),Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Estimated current turnover of all active firms (£ thousands),Student start-ups,86404.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Estimated current turnover of all active firms (£ thousands),Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Estimated external investment received (£ thousands),Spin-outs with some HE provider ownership,0.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Estimated external investment received (£ thousands),Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Estimated external investment received (£ thousands),Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Estimated external investment received (£ thousands),Student start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Estimated external investment received (£ thousands),Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Number (of newly registered companies within the reporting period),Spin-outs with some HE provider ownership,1.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Number (of newly registered companies within the reporting period),Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Number (of newly registered companies within the reporting period),Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Number (of newly registered companies within the reporting period),Student start-ups,18.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Number (of newly registered companies within the reporting period),Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Number of active firms,Spin-outs with some HE provider ownership,2.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Number of active firms,Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Number of active firms,Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Number of active firms,Student start-ups,155.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Number of active firms,Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Number still active which have survived at least 3 years,Spin-outs with some HE provider ownership,1.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Number still active which have survived at least 3 years,Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Number still active which have survived at least 3 years,Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Number still active which have survived at least 3 years,Student start-ups,102.0
10001282,University of Northumbria at Newcastle,England,North East,2019/20,Number still active which have survived at least 3 years,Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Estimated current employment of all active firms (FTE),Spin-outs with some HE provider ownership,13.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Estimated current employment of all active firms (FTE),Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Estimated current employment of all active firms (FTE),Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Estimated current employment of all active firms (FTE),Student start-ups,1132.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Estimated current employment of all active firms (FTE),Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Estimated current turnover of all active firms (£ thousands),Spin-outs with some HE provider ownership,658.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Estimated current turnover of all active firms (£ thousands),Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Estimated current turnover of all active firms (£ thousands),Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Estimated current turnover of all active firms (£ thousands),Student start-ups,95328.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Estimated current turnover of all active firms (£ thousands),Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Estimated external investment received (£ thousands),Spin-outs with some HE provider ownership,160.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Estimated external investment received (£ thousands),Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Estimated external investment received (£ thousands),Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Estimated external investment received (£ thousands),Student start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Estimated external investment received (£ thousands),Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Number (of newly registered companies within the reporting period),Spin-outs with some HE provider ownership,0.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Number (of newly registered companies within the reporting period),Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Number (of newly registered companies within the reporting period),Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Number (of newly registered companies within the reporting period),Student start-ups,26.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Number (of newly registered companies within the reporting period),Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Number of active firms,Spin-outs with some HE provider ownership,2.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Number of active firms,Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Number of active firms,Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Number of active firms,Student start-ups,178.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Number of active firms,Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Number still active which have survived at least 3 years,Spin-outs with some HE provider ownership,1.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Number still active which have survived at least 3 years,Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Number still active which have survived at least 3 years,Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Number still active which have survived at least 3 years,Student start-ups,116.0
10001282,University of Northumbria at Newcastle,England,North East,2020/21,Number still active which have survived at least 3 years,Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Estimated current employment of all active firms (FTE),Spin-outs with some HE provider ownership,13.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Estimated current employment of all active firms (FTE),Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Estimated current employment of all active firms (FTE),Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Estimated current employment of all active firms (FTE),Student start-ups,1165.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Estimated current employment of all active firms (FTE),Social enterprises,7.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Estimated current turnover of all active firms (£ thousands),Spin-outs with some HE provider ownership,839.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Estimated current turnover of all active firms (£ thousands),Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Estimated current turnover of all active firms (£ thousands),Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Estimated current turnover of all active firms (£ thousands),Student start-ups,102522.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Estimated current turnover of all active firms (£ thousands),Social enterprises,320.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Estimated external investment received (£ thousands),Spin-outs with some HE provider ownership,0.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Estimated external investment received (£ thousands),Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Estimated external investment received (£ thousands),Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Estimated external investment received (£ thousands),Student start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Estimated external investment received (£ thousands),Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Number (of newly registered companies within the reporting period),Spin-outs with some HE provider ownership,0.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Number (of newly registered companies within the reporting period),Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Number (of newly registered companies within the reporting period),Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Number (of newly registered companies within the reporting period),Student start-ups,25.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Number (of newly registered companies within the reporting period),Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Number of active firms,Spin-outs with some HE provider ownership,2.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Number of active firms,Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Number of active firms,Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Number of active firms,Student start-ups,190.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Number of active firms,Social enterprises,2.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Number still active which have survived at least 3 years,Spin-outs with some HE provider ownership,1.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Number still active which have survived at least 3 years,Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Number still active which have survived at least 3 years,Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Number still active which have survived at least 3 years,Student start-ups,126.0
10001282,University of Northumbria at Newcastle,England,North East,2021/22,Number still active which have survived at least 3 years,Social enterprises,2.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Estimated current employment of all active firms (FTE),Spin-outs with some HE provider ownership,15.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Estimated current employment of all active firms (FTE),Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Estimated current employment of all active firms (FTE),Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Estimated current employment of all active firms (FTE),Student start-ups,1476.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Estimated current employment of all active firms (FTE),Social enterprises,5.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Estimated current turnover of all active firms (£ thousands),Spin-outs with some HE provider ownership,1203.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Estimated current turnover of all active firms (£ thousands),Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Estimated current turnover of all active firms (£ thousands),Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Estimated current turnover of all active firms (£ thousands),Student start-ups,155432.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Estimated current turnover of all active firms (£ thousands),Social enterprises,282.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Estimated external investment received (£ thousands),Spin-outs with some HE provider ownership,0.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Estimated external investment received (£ thousands),Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Estimated external investment received (£ thousands),Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Estimated external investment received (£ thousands),Student start-ups,5025.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Estimated external investment received (£ thousands),Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Number (of newly registered companies within the reporting period),Spin-outs with some HE provider ownership,0.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Number (of newly registered companies within the reporting period),Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Number (of newly registered companies within the reporting period),Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Number (of newly registered companies within the reporting period),Student start-ups,20.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Number (of newly registered companies within the reporting period),Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Number of active firms,Spin-outs with some HE provider ownership,2.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Number of active firms,Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Number of active firms,Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Number of active firms,Student start-ups,200.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Number of active firms,Social enterprises,3.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Number still active which have survived at least 3 years,Spin-outs with some HE provider ownership,2.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Number still active which have survived at least 3 years,Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Number still active which have survived at least 3 years,Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Number still active which have survived at least 3 years,Student start-ups,142.0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Number still active which have survived at least 3 years,Social enterprises,2.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Estimated current employment of all active firms (FTE),Spin-outs with some HE provider ownership,10.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Estimated current employment of all active firms (FTE),Other spin-outs,35.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Estimated current employment of all active firms (FTE),Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Estimated current employment of all active firms (FTE),Student start-ups,1549.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Estimated current employment of all active firms (FTE),Social enterprises,11.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Estimated current turnover of all active firms (£ thousands),Spin-outs with some HE provider ownership,39.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Estimated current turnover of all active firms (£ thousands),Other spin-outs,2071.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Estimated current turnover of all active firms (£ thousands),Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Estimated current turnover of all active firms (£ thousands),Student start-ups,160499.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Estimated current turnover of all active firms (£ thousands),Social enterprises,394.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Estimated external investment received (£ thousands),Spin-outs with some HE provider ownership,1346.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Estimated external investment received (£ thousands),Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Estimated external investment received (£ thousands),Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Estimated external investment received (£ thousands),Student start-ups,5363.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Estimated external investment received (£ thousands),Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Number (of newly registered companies within the reporting period),Spin-outs with some HE provider ownership,0.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Number (of newly registered companies within the reporting period),Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Number (of newly registered companies within the reporting period),Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Number (of newly registered companies within the reporting period),Student start-ups,29.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Number (of newly registered companies within the reporting period),Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Number of active firms,Spin-outs with some HE provider ownership,1.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Number of active firms,Other spin-outs,1.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Number of active firms,Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Number of active firms,Student start-ups,219.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Number of active firms,Social enterprises,4.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Number still active which have survived at least 3 years,Spin-outs with some HE provider ownership,1.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Number still active which have survived at least 3 years,Other spin-outs,1.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Number still active which have survived at least 3 years,Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Number still active which have survived at least 3 years,Student start-ups,144.0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Number still active which have survived at least 3 years,Social enterprises,3.0
10007159,The University of Sunderland,England,North East,2014/15,Estimated current employment of all active firms (FTE),Spin-outs with some HE provider ownership,0.0
10007159,The University of Sunderland,England,North East,2014/15,Estimated current employment of all active firms (FTE),Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2014/15,Estimated current employment of all active firms (FTE),Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2014/15,Estimated current employment of all active firms (FTE),Student start-ups,82.0
10007159,The University of Sunderland,England,North East,2014/15,Estimated current employment of all active firms (FTE),Social enterprises,5.0
10007159,The University of Sunderland,England,North East,2014/15,Estimated current turnover of all active firms (£ thousands),Spin-outs with some HE provider ownership,0.0
10007159,The University of Sunderland,England,North East,2014/15,Estimated current turnover of all active firms (£ thousands),Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2014/15,Estimated current turnover of all active firms (£ thousands),Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2014/15,Estimated current turnover of all active firms (£ thousands),Student start-ups,674.0
10007159,The University of Sunderland,England,North East,2014/15,Estimated current turnover of all active firms (£ thousands),Social enterprises,75.0
10007159,The University of Sunderland,England,North East,2014/15,Estimated external investment received (£ thousands),Spin-outs with some HE provider ownership,0.0
10007159,The University of Sunderland,England,North East,2014/15,Estimated external investment received (£ thousands),Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2014/15,Estimated external investment received (£ thousands),Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2014/15,Estimated external investment received (£ thousands),Student start-ups,3.0
10007159,The University of Sunderland,England,North East,2014/15,Estimated external investment received (£ thousands),Social enterprises,14.0
10007159,The University of Sunderland,England,North East,2014/15,Number (of newly registered companies within the reporting period),Spin-outs with some HE provider ownership,0.0
10007159,The University of Sunderland,England,North East,2014/15,Number (of newly registered companies within the reporting period),Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2014/15,Number (of newly registered companies within the reporting period),Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2014/15,Number (of newly registered companies within the reporting period),Student start-ups,25.0
10007159,The University of Sunderland,England,North East,2014/15,Number (of newly registered companies within the reporting period),Social enterprises,1.0
10007159,The University of Sunderland,England,North East,2014/15,Number of active firms,Spin-outs with some HE provider ownership,0.0
10007159,The University of Sunderland,England,North East,2014/15,Number of active firms,Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2014/15,Number of active firms,Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2014/15,Number of active firms,Student start-ups,82.0
10007159,The University of Sunderland,England,North East,2014/15,Number of active firms,Social enterprises,5.0
10007159,The University of Sunderland,England,North East,2014/15,Number still active which have survived at least 3 years,Spin-outs with some HE provider ownership,0.0
10007159,The University of Sunderland,England,North East,2014/15,Number still active which have survived at least 3 years,Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2014/15,Number still active which have survived at least 3 years,Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2014/15,Number still active which have survived at least 3 years,Student start-ups,13.0
10007159,The University of Sunderland,England,North East,2014/15,Number still active which have survived at least 3 years,Social enterprises,1.0
10007159,The University of Sunderland,England,North East,2015/16,Estimated current employment of all active firms (FTE),Spin-outs with some HE provider ownership,0.0
10007159,The University of Sunderland,England,North East,2015/16,Estimated current employment of all active firms (FTE),Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2015/16,Estimated current employment of all active firms (FTE),Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2015/16,Estimated current employment of all active firms (FTE),Student start-ups,87.0
10007159,The University of Sunderland,England,North East,2015/16,Estimated current employment of all active firms (FTE),Social enterprises,16.0
10007159,The University of Sunderland,England,North East,2015/16,Estimated current turnover of all active firms (£ thousands),Spin-outs with some HE provider ownership,0.0
10007159,The University of Sunderland,England,North East,2015/16,Estimated current turnover of all active firms (£ thousands),Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2015/16,Estimated current turnover of all active firms (£ thousands),Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2015/16,Estimated current turnover of all active firms (£ thousands),Student start-ups,700.0
10007159,The University of Sunderland,England,North East,2015/16,Estimated current turnover of all active firms (£ thousands),Social enterprises,70.0
10007159,The University of Sunderland,England,North East,2015/16,Estimated external investment received (£ thousands),Spin-outs with some HE provider ownership,0.0
10007159,The University of Sunderland,England,North East,2015/16,Estimated external investment received (£ thousands),Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2015/16,Estimated external investment received (£ thousands),Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2015/16,Estimated external investment received (£ thousands),Student start-ups,6.0
10007159,The University of Sunderland,England,North East,2015/16,Estimated external investment received (£ thousands),Social enterprises,10.0
10007159,The University of Sunderland,England,North East,2015/16,Number (of newly registered companies within the reporting period),Spin-outs with some HE provider ownership,0.0
10007159,The University of Sunderland,England,North East,2015/16,Number (of newly registered companies within the reporting period),Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2015/16,Number (of newly registered companies within the reporting period),Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2015/16,Number (of newly registered companies within the reporting period),Student start-ups,24.0
10007159,The University of Sunderland,England,North East,2015/16,Number (of newly registered companies within the reporting period),Social enterprises,1.0
10007159,The University of Sunderland,England,North East,2015/16,Number of active firms,Spin-outs with some HE provider ownership,0.0
10007159,The University of Sunderland,England,North East,2015/16,Number of active firms,Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2015/16,Number of active firms,Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2015/16,Number of active firms,Student start-ups,69.0
10007159,The University of Sunderland,England,North East,2015/16,Number of active firms,Social enterprises,6.0
10007159,The University of Sunderland,England,North East,2015/16,Number still active which have survived at least 3 years,Spin-outs with some HE provider ownership,0.0
10007159,The University of Sunderland,England,North East,2015/16,Number still active which have survived at least 3 years,Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2015/16,Number still active which have survived at least 3 years,Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2015/16,Number still active which have survived at least 3 years,Student start-ups,17.0
10007159,The University of Sunderland,England,North East,2015/16,Number still active which have survived at least 3 years,Social enterprises,1.0
10007159,The University of Sunderland,England,North East,2016/17,Estimated current employment of all active firms (FTE),Spin-outs with some HE provider ownership,0.0
10007159,The University of Sunderland,England,North East,2016/17,Estimated current employment of all active firms (FTE),Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2016/17,Estimated current employment of all active firms (FTE),Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2016/17,Estimated current employment of all active firms (FTE),Student start-ups,60.0
10007159,The University of Sunderland,England,North East,2016/17,Estimated current employment of all active firms (FTE),Social enterprises,22.0
10007159,The University of Sunderland,England,North East,2016/17,Estimated current turnover of all active firms (£ thousands),Spin-outs with some HE provider ownership,0.0
10007159,The University of Sunderland,England,North East,2016/17,Estimated current turnover of all active firms (£ thousands),Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2016/17,Estimated current turnover of all active firms (£ thousands),Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2016/17,Estimated current turnover of all active firms (£ thousands),Student start-ups,820.0
10007159,The University of Sunderland,England,North East,2016/17,Estimated current turnover of all active firms (£ thousands),Social enterprises,242.0
10007159,The University of Sunderland,England,North East,2016/17,Estimated external investment received (£ thousands),Spin-outs with some HE provider ownership,0.0
10007159,The University of Sunderland,England,North East,2016/17,Estimated external investment received (£ thousands),Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2016/17,Estimated external investment received (£ thousands),Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2016/17,Estimated external investment received (£ thousands),Student start-ups,46.0
10007159,The University of Sunderland,England,North East,2016/17,Estimated external investment received (£ thousands),Social enterprises,102.0
10007159,The University of Sunderland,England,North East,2016/17,Number (of newly registered companies within the reporting period),Spin-outs with some HE provider ownership,0.0
10007159,The University of Sunderland,England,North East,2016/17,Number (of newly registered companies within the reporting period),Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2016/17,Number (of newly registered companies within the reporting period),Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2016/17,Number (of newly registered companies within the reporting period),Student start-ups,25.0
10007159,The University of Sunderland,England,North East,2016/17,Number (of newly registered companies within the reporting period),Social enterprises,2.0
10007159,The University of Sunderland,England,North East,2016/17,Number of active firms,Spin-outs with some HE provider ownership,0.0
10007159,The University of Sunderland,England,North East,2016/17,Number of active firms,Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2016/17,Number of active firms,Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2016/17,Number of active firms,Student start-ups,72.0
10007159,The University of Sunderland,England,North East,2016/17,Number of active firms,Social enterprises,9.0
10007159,The University of Sunderland,England,North East,2016/17,Number still active which have survived at least 3 years,Spin-outs with some HE provider ownership,0.0
10007159,The University of Sunderland,England,North East,2016/17,Number still active which have survived at least 3 years,Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2016/17,Number still active which have survived at least 3 years,Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2016/17,Number still active which have survived at least 3 years,Student start-ups,13.0
